UserID,ProductID,Date,Review,Rating,Label,Product
98110,4413,10/8/2012,"went here for brunch on a busy sunday at around Na . while not the most convenient area of town , it was close to the spring garden station on the broad street line . our wait was about N minutes for a party of N . it was a pretty gray and drizzly day outside , so most people waited indoors . it was a bit crowded , but there was room enough and a few seats for use . despite the hipster appearance of the staff and decor , the service was completely friendly and food absolutely delicious . what i loved most overall was that the food was homey and full of comfort without being overly greasy or heavy . i opted for the challah blt , and quite enjoyed it , even with the turkey bacon ! it ' s a hearty sandwich ( but really , can there ever be too much challah ? ) served with a side salad ( which , thankfully , was not overly dressed ) . a perfect brunch sandwich . i also got a side of potatoes and was delighted that it consisted of large chunks of ( roasted ? ) potatoes , nicely seasoned , instead of normal home fries . fresh oj and la colombe coffee were on tap to make breakfast what it should be . my friends ordered the lemon ricotta pancakes and special of the pumpkin cannoli french toast . the lemon ricotta pancakes were reported to be a light but tasty choice . and since the pumpkin cannoli french toast was devoured before i finished the first half of my sandwich , i can only assume that what looked like a mountain of amazing goodness delivered on its promise . the atmosphere was loud , which i think is unavoidable in an industrial space . but it wasn ' t obnoxious , and still had a nice warmth from the laid-back crowd and service . i felt like i got the value for what i very reasonably paid , though please remember cash only . ",4,-1,cafe lift
127271,1907,3/30/2013,"nothing special anymore , dumplings are just ok and sesame pancake is too greasy for my taste , the only good point is the price , but you can find much better options in the neighborhood",3,1,vanessa s dumpling house
27312,186,2/27/2012,"i am no expert of philly cheesesteaks , in fact this was my first . but , living in chicago and liking popular food establishments , i am an expert at a few things long lines , lack of parking and wind . no one likes these things . continually driving around looking for parking makes me more hungry , and more irritable . add in long lines and wind , and you don ' t actually want to be eating with me anymore . so when we drove by pat ' s geno ' s on a recent cold , blustery day , and saw the very long lines at both , we opted for abner ' s . again , i don ' t know the difference but dah-ym ! it was delicious . provolone and wiz ( goodbye diet ) and criss-cut fries . unbelievably good . don ' t brave the elements . don ' t look for parking . don ' t wait in line . go to abner ' s ! ",5,1,abner s cheesesteaks
20368,127,3/10/2013,came here for my anniversary dinner . . had the blueberry pancakes ( ta die for ) the maple butter syrup really compliments them . . i also had the fried green tomatoes . N N N hour wait -totally worth it . enjoy . ! ,5,1,clinton street baking company
229512,4081,2/27/2011,went there last night after reading the yelp ! reviews and quite simply the experience was awesome . we had a short wait for a table for two ( N minutes on a saturday night ) as they do not accept reservations on parties of less than N . from then on everything was great . i had the Noz . porterhouse steak and it was cooked perfectly . my companion had a seafood pasta dish that she was also very pleased with . the brownie ice-cream desert combination was wonderful split between the two of us and the wine was perfectly fine . the staff was friendly and prompt . while the price will keep it from being a regular stop ( i love diners ! ) it is definitely well worth the money and makes a fantastic date destination . ,5,-1,bloomfield steak seafood house
137576,2019,10/3/2012,"i used to love this place so much . it was my absolute favorite for interesting use of high quality ingredients . unfortunately , my most recent visit was a total disappointment . the bold flavors i ' ve come to expect were nowhere to be found . the specials were rich , but bland . the scallop handroll was unbalanced and greasy ( ? ) it was only spicy , and i could not taste the scallop ( i love spicy when properly applied ) . worst of all , the pork belly did not actually seem to be pork . it tasted and looked distinctly beefy . if it was pork , all but two pieces were ridiculously lean . also , the sauce that i remember to be incredible was unbalanced and indelicate . i am unlikely to go back . it is possible that eating there on a monday ( when the owner isn ' t around ) was the problem , but its too pricey to be that disappointing . ",2,-1,momo sushi shack
250375,4687,2/9/2012,"among places that serve brunh on smith street , we picked char no N . great food with great drinks . superb . ",5,-1,char no . N
13715,3791,1/15/2013,"wow . just got back from this place after a work lunch and i had to write up my review . i had the prosciutto e mozzarella , malfatti al maialino ( braised suckling pig with homemade pasta and arugula ) and the torta di olio d ' oliva ( olive oil cake topped with vanilla bean mascarpone ) . the focaccia bread served at the beginning was soft with hints of salt every now and then . the other bread in the basket was nothing special and a bit burnt on the crust . the prosciutto and buffalo mozzarella is just as good as prosciutto and buffalo mozzarella always is ( could have used some arugula though ) . the braised suckling pig is just as good as everyone raves . i didn ' t realize that it was a pasta dish but i definitely did not mind as the pasta was delicious . overall the dish had a very strong lemon flavor and it was just amazing . the olive oil pound cake is very delicious but very heavy . there ' s not a strong olive oil taste or anything- it ' s just made with olive oil as the fat instead of butter . overall , a very delicious and memorable meal . now excuse me while i roll around my desk with my very full belly . ",5,1,maialino
211933,3730,7/9/2013,trading post is one of my new favorite restaurants . their seafood is so fresh and yummy . the skirt steak is so tender and flavorful . you can tell a lot of thought and passion is put into every dish . i really like the moscow mule served in a copper mug . a great new addition to the neighborhood . ,5,-1,trading post
45599,467,9/19/2011,"there are no words to describe what the food at this place does to my pallette . it is literally a party in my mouth . from the ambiance of the place to the food and the excellent service , i wish i could move in upstairs . every single thing ive had at this place was absolutely amazingly deliscious scrumptios sensational fabulous , i could go on forever . , if you are reading this right now it means you are considering this place and you would be making the biggest mistake if you dont go . you will not be dissapointed . ",5,-1,marrakesh
157727,2440,6/20/2014,awesome restaurant ! alexis our waitress was a doll ! ,5,-1,blend on the water
7245,9,10/2/2012,"i had a pretty good idea of what to expect from the most famous steak and cheese grinders in the country and it turned out to be exactly as expected . what you basically have is a bunch of grumpy people , tired of dealing with tourists , who use an assembly line to mass produce a product using low quality ingredients . cheese whiz and steak-umms . . . . yum . they then charge you N for the experience . the fact that the city of philly demands that you call it a cheesesteak doesn ' t change the fact that there are half a dozen places in my massachusetts town where you could find a better steak and cheese for a couple bucks less . i ' m glad i got to be a tourist and had fun trying a philly institution , but it ' s not something i ' d ever go out of my way for again . ",2,1,geno s steaks
158285,2452,3/5/2013,"that ' s right i am a fan of this place just by reviewing the comments on yelp . oneday , i had the feeling for some good old fashioned pad thai . nothing fancy but there aren ' t any great thai restaurants in paterson , so i took to yelp to see what i could find . sure enough , up pops green basil thai and the pics had me drooling . one poster has pad thai shrimp , with chicken dumplings and ginger sauce , and i was sold . i held off for about two weeks before i could get to this place and just to find it was a beast . once i got my bearing , i parked in one of the local side streets and walked in . i was greeted by two young latin men ( surprised since it was a thai restaurant ) and received ultra quick and friendly service . the menu is simple enough but i just needed something to go and that i could eat later if the mood were to hit me . i quickly placed my order for chicken pad thai , chicken dumplings with ginger sauce , and had my mouth watering the whole time it all came to less than N ( not bad ) and i was on my way . when i got the car i quickly dove into my food ( saved some for the ride home ) and realized that i didn ' t have my ginger sauce ( hence why no five stars ) but no big deal . the food was delicious and i ate it all in one sitting . i loved it so much that i went right back the next day and ordered the same meal ( this time i got my ginger sauce with my dumplings ) this place is a great small spot to grab a drink , some good thai food , and just enjoy yourself . look parking elsewhere or be prepared to walk a block or two because they are located between two neighborhoods and on the main street . ",4,1,green basil thai
114303,4995,8/22/2011,"i have been going here several times a week for a while but i must say the quality has experienced a noticable decline in the past month . . . the cilantro in the sardine sandwich is inconsistent and this sandwich could now easily be called the cucumber sandwich because that ' s what its main meat seems to be . . . but , well , it ' s only N . N bux . . . so . . . if you are hungry . . . why not ? ",3,-1,banh mi saigon
238337,657,5/29/2013,"went to barbuto because my husband took a cooking class with waxman . . . . heard the chicken was the greatest anyone has ever tasted . honestly , out local grocery store ' s version was better ( more moist , tastier ) . the chicken did had a perfectly crispy skin which was delicious . the risotto is fantastic , although our friend thought it was too salty . she also tried the kale which she loved , but i thought it was just so-so husband ordered the skirt steak , again mixed reviews between delish too salty . tried pound cake with rhubarb strawberry chocolate and hazelnut mousse ice cream cake--- both we ' re good , but not out of this world . overall the food wasn ' t memorable , but the service was for all the wrong reasons . ordered a second diet coke cheese plate --- the waiter forgot both . when we brought this to his attention , he could care less , didn ' t feel remorseful or apologetic at all . weird . i will say its a cool atmosphere , open air , right on the corner . ",3,-1,barbuto
94895,3902,9/18/2014,"i ' ve been to almond multiple times for brunch and cannot make a visit without ordering the truffle mac and cheese - it is just delectable . last time i dined here , i ordered the croque monsieur . i asked if the dish came with any sides , and the waiter let me know it was a very hearty dish . let me tell you , he was not lying about that . it was the largest , most cheesy croque monsieur i have ever seen . i couldn ' t completely enjoy it because i had really indulged in the delicious biscuits and mac and cheese , so i ' d like to go back and order it alone , though i still think the portion size is way too large . the bloody mary was very spicy , and although i enjoyed it , i personally prefer my bloody mary ' s to be on the less-spicy side . overall , this is a great place for brunch and anytime i take out-of-towners here they really love it . ",4,1,almond
33834,2521,1/13/2011,"the pho here blows viet huong , pho hoa , pho cali , and pho saigon ' s pho out of the water . seriously . the broth is intense . and they give you almost more meat than i can manage to finish . i intend to try pho N and pho ha , but its hard to face possible disappointment when reliable deliciousness is right around the corner . ",4,1,pho cafe viet huong
42837,420,6/18/2013,has a great square pie but everything else . . . just ok,3,-1,bruno s pizza restaurant
34935,298,10/9/2014,love this place ! ,5,-1,taqueria diana
103113,1398,3/4/2010,for style . . c . . for food . . . d- . . . for music . . . d- . nice for a date if you want to spend more than you have to . food wasnt anything like cuban food . if you look at the menu you can see clear it is not . if you go to bongos in fl you will see the difference . they play old old salsa but not the good stuff . will i go back unlikely . this is not a cuban place . they should change their name . . the was no alma here ! ! ! ! ! ,2,-1,alma de cuba
67636,2455,4/25/2013,"best bagels in vermont ! ! yes , i know bagels , grew up with them before they became popular . many bagels are overly large and doughy . myers bagels are the real thing . nice chewy consistency , good taste , not too large . the shop is cute also , sort of behind an old store off pine street . ",5,1,myer s bagel bakery
6474,9,8/11/2014,"i tried both geno ' s and pat ' s one right after the other . no i did not eat two full cheesesteaks within a matter of minutes , thankyouverymuch ! ) i had a few bites of each one and i have to say , they aren ' t anything special and for the price , definitely not anything special but if i had to chose i like geno ' s better ! ",3,1,geno s steaks
57368,3586,3/27/2012,the sandwich there is amazing ! i love heart stop the most ! but i think people should just try every sandwich if you can ! ,5,-1,hoagie haven
38132,363,11/3/2014,"i have been here twice in N days , both times excellent service and even better food . all the chicken is white breast meat . the soups are to die for . the N . N lunch specials are large enough to share if you buy an appetizer N with use your yelp check in coupon for homemade ice tea enough for N as well , and you ' re out the door for under N person . how they make any enough to pay employees is beyomd me , especially ones that can cook so well . only N negatives are N ) its N miles from home and N ) i can ' t stomache going to my local americanized chinese fast food shops near me now , when i know how good it can be . . . as a customer i ' m a picky bastard so getting N stars out of me is almost unheard of . . . getting it twice in N days near happened before . . it was so good i got N lunch specials to go just to tide me over till my next biweekly trip to woodbridge area . . next rime i may jist order a party tray amd bring it home and freeze it . . . ",5,-1,rice bowl chinese cuisine
52332,4823,1/3/2012,"the food here is unbelievable ! ! ! ! by far the best restaurant i have ever been too ! they offer pages of vegan and vegetarian items . citrus vegan spareribs , general tso tofu , vegetable fried rice , and especially-vegan drumsticks ( my N year olds favorite ! ) -if you have not gone here yet you are missing out on high class food for a great price ! the owner is the nicest man ever and always goes out of hsi way to make sure you are satisfied , even when we order in , he is always the one who delivers and always in such great spirits ! ! ! ) we are in love with china pan ! ! ! ",5,-1,china pan
44772,456,2/20/2012,"i really liked this place . i came in on a sunday and it was packed . my friend has been raving about how good the food is and about how hot the waiter is ! lol after seeing for myself , i must say she was right . this cute waiter recommended i try the duck and it was amazing ! im definitely coming back , if not for the food for him . ",4,-1,malagueta restaurant
152065,2291,1/10/2013,i love this place . . . happy hour beer and oysters . N mains . good service and always fun . ,5,-1,upstate
212717,3745,5/13/2014,"on my visit to nyc last month i went to ippudo on the behest of a friend . i have to say that i was thoroughly impressed with the staff they were the friendliest , and most energetic staff i ' ve ever encountered . the joy and pride displayed every time a meal left the kitchen through chants and proclamations in japanese was exciting , and the food was amazing ! ! ! ! the ramen noodles were perfection , and the broths were incredible , and don ' t get me started on the pork buns . . . the whole experiene was top notch and i have been telling all of my friends that are traveling to nyc that they have got to go . . . thanks and i will back in august . . . seems too far away . . . ",5,-1,ippudo ny
40715,387,7/14/2014,"loved it ! clean , great customer service , quick and delicious . breakfast bagel with bacon , omelet N , and N coffees for N . N . ",5,1,graso grill
14358,3839,11/20/2012,"i ' ve always thought of this as a great place however , they changed their bar menu and it is not as good or as satisfying as what they had before . their hummus was sub par and the selection does not due for someone with an appetite . i got there after lunch and before dinner so the bar menu was all that was available which used to be okay but no longer is . i had the salmon sliders but they were just okay , nothing to write home about . our waitress was great though . if i go back , i would not go in their in between hours if i am hungry . i debated between N and N stars but i figure their lunch and dinner menus are probably still really good . ",3,-1,white dog cafe
50991,523,7/24/2014,one of my favorite places in new haven . going there in the summer is great because it has a nice deck which is hard to find on downtown new haven . if you like tequila this is the place for you because they have a ton of tequila to try . margaritas are really great too ! ,5,-1,geronimo tequila bar and southwest grill
142152,3215,9/15/2013,nice and old fashioned staff service good pizza ! prices are good and although the size is small the pizza is tasty,4,-1,di fara pizza
164380,2613,10/13/2014,"great price fast delivery we had the diced chicken with peppers , plantain , crab ragoon . . . . we spend N months a year in mainland china this is as close as it gets to ordering it in china great job . . . terry",5,1,ming choo chinese-american restaurant
130023,4800,2/13/2011,"i ' ve been to penelope for brunch and though good , i don ' t know if the food is worth the long wait . . . i avoid it on the weekends . it is , however , one of my new favorite weekday lunch spots . not only is the food excellent , but the atmosphere is so cozy and homey i could stay there all day . my favorites are the warm brie and apple sandwich on N grain toast with sweet mustard , the chicken club sandwich on a baguette , and the chicken meatball sandwich with melted fontina on a hollowed out baguette . . . . amazing and so comforting , it could literally cure any hangover . ",4,1,penelope
171687,2768,1/4/2014,"food was good as the other reviews state . however , our waitress messed up the order on multiple occasions . this included giving the wrong dishes , telling us that a dish was another thereby giving the dish to the wrong person , and giving decaf macchiato to the wrong person . the espresso was okay , nothing special , but the decaf macchiato was watered down and was bad . altogether the service can be much much better as well as their coffee . ",2,1,gaia italian cafe 
13464,5030,10/14/2013,"ummmmm . . . wow . strawberry bruschetta that melted in my mouth . fried chicken with mashed potatoes , white gravy , and collard greens which made the beau say , "" . . . i think this is some of the best fried chicken i ' ve ever had . "" apple crisp with caramel rum sauce and cinnamon ice cream . the deep south , rich with rooibos-infused vodka with a tea flavor that really shone through . "" dr . strangelove "" playing silently on a wall above the bar . that dark , sexy ambiance i crave , complete with exposed brick walls and textile-upholstered table tops . a sweet waitress who just made all of the right suggestions . i want to say more , but . . . my words are failing me . i have so much i want to say , but i can ' t quite get it from my brain to my keyboard via my fingers . so , i feel this is sufficient enough go here . this establishment made for a memorable birthday meal , and i ' d definitely go back on a future trip to philly . so pleased ! ",5,1,rex N
61591,710,11/23/2012,"small location , friendly staff and fantastic food ! as noted in some unkind reviews , the location is small and does not look modern or well kept . it is completely serviceable as a diner and more than makes up for it in food quality . the falafel was the perfect mix of a crunchy exterior and rich , moist interior . the grape leaves were sweet and vinegary as you like . the soup of the day was a wonderful vegetable soup . a thin yellow broth , hiding beneath its depths , huge chunks of delightful garden veggies ! when they ask if you want you hummus spicy , you say yes ! the spicy sauce they add is complex and well spicy . it was a good surprise from the regular , kinda-spicy , kinda-flavorful hot sauce . also , they add an entire salad as a side to any platter . huge fan . ",4,1,mama s vegetarian
19461,2523,3/5/2014,i don ' t know why this place isn ' t getting the best reviews but if you grew up in the area you know this is the place to come here drunk or hung over . it ' s great food and the chocolate pancakes are amazing,5,-1,princetonian diner
75039,3312,9/13/2014,"liked the soft shell crabs but they were pricey at N for two . they were a bit juicier than the ones i ' ve seen in ny . the eggplant with salted fish casserole was a ripoff because the fish was microscopic . i do like the roast pigs here , pretty tasty . don ' t expect friendly service , this is chinatown . ",4,1,great ny noodle town
127982,1222,4/15/2013,"my wife is addicted to the pomelo salad which is a thai dish rarely seen outside thailand ! the burger and fries are fantastic as is the short rib dish . . . this restaurant is not typical thai , it is a labor of love and hong , the owner is charming and committed to the customer . it is a casual place but the food is serious and it is a welcome addition to the cavalcade of real original restaurants in the e . village nyc . ",5,-1,ngam
15437,100,1/22/2014,walked over last night during the storm . food and service were great . ordered a few different apps and two entrees and we were happy campers . service was excellent . can ' t wait to go back,4,-1,blue ribbon brasserie
126984,1087,5/10/2010,"i went to marigold kitchen for the third time yesterday so i really cannot say this place is all that bad , but my recent experience was a true disappointment . food variable , ranging from excellent to mediocre . i set the bar quite high for marigold , given that chef halpern learned from the best at alinea in chicago ( go to alinea . it ' s amazing ) . my first two times the food was wonderful . i felt like i was getting a N meal for N . i has the guinness pork and beans , which were wonderful and some other appetizer , which i ' m sure was good , but forget what exactly it was . my most recent time to marigold was not as good . i asked when i first arrived if chef halpern was cooking today and was told that he was . i has the sous vide poached egg , which was a over cook and did not run at all . it came with a cracker of a sort which really had little flavor . the rest of my meal was pretty good . the fried parsnips are always fun . my friends , however , has somewhat different experiences . two of them ordered lamb and another ordered the hanger steak . both of the lambs and the steak were cold . when we asked them to warm them , instead of starting with new meat ( as is standard at most good establishments ) , they simply put the meat back on the grill , returning well-done meet to us . decor a cute house that used to be a tea room . interesting vases and decorations . a bit cold and smells very moldy when i first walked in . service our waitress was nice and considerate of our complaints . i would not say she was a particularly professional waitress , but that can slide to a certain degree . she did not do a good job keep track of our two bottles of wine or our water and she consistently had to fill our own glasses . now for the major issue and the thus low rating . when we received the bill , both of the lambs and the steak were on it . my friends returned all three of those dishes and did not eat more than a bite or two of each . they made it very clear that the food was not up to par . when i asked the manager to take a look at the bill ( it ' s a small place and the manager helps out the wait staff ) , she said she saw no problem . i asked her if she expected us to pay for the three meats . she asked whether i would like to or not and i asked her if she thought it was appropriate for me to pay for three inedible dishes . she said some mumbles about policy and what not and walked off . this is the exact kind of management that turns me off and makes me never want to come back to a place . sure i can understand that some meat might get cold , but that should either be easily corrected or taken off the bill . no one wants to have to argue with a manager about such an expected practice . so if you want N N shot of a great meal , try marigold , but the rudeness of the management is a real turn off . ",2,-1,marigold kitchen
52560,1761,2/16/2013,i love this place . i became an addicted to their lychee martinis . they make it so delicious ! ,5,-1,verlaine
52716,1419,10/3/2013,i love this place . . . period . lol the food is consistently fantastic and the service is really good . the host and i also believe owner is amazing ! great memory and makes you feel like true family . ,5,1,bianca
38497,4829,5/31/2011,"the decor and the selection of liquor is great . the service , unfortunately , not so great . i ' ve been there numerous times , and each time the bartender has acted arrogant and indifferent . ahh bartenders and their inflated egos . i wouldn ' t expect them to be friendly if they didn ' t expect me to leave a tip . ",3,-1,sweet afton
67829,2508,7/3/2014,went there last sunday with my gf . we both enjoyed the food - especially the carpaccio and also the mussels were delicious . try the creme br l e - it was fantastic ! ,4,-1,le parisien
105793,4698,7/20/2013,delicious . get some and then go wait in the standby line for snl . ,5,1,the halal guys
18316,1405,6/9/2014,"the food was really good , customer service was excellent . i would come back . arepas is where it ' s at , no more tacos . ",4,1,delicias
122333,1761,2/8/2009,"we love this place . food is yummy , drinks are fabulous with great prices . . . esp happy hour . one of the best lychee martini ' s ive ever had . all the bartenders are super nice , and make you feel very comfortable . ",5,-1,verlaine
260138,4895,3/2/2010,"a little gem , hidden on union street . i had seen this place before , and at first didn ' t quite know what it was , and after further inspection found out it was a restaurant . well , i finally made my way there the other evening - and was not disappointed . the service was good , the ambiance with it ' s rustic yet charming feel was so nice and the food was soo good ! i had the shaved salad to start , and then the scallops - they were like butter and just melted in your mouth , then the steak with the yuca fries - really good , capped with a delicious coffee creme brule . great place , will return ! ",5,-1,palo santo
17065,646,3/24/2010,"i wasn ' t hungry when i arrived so i had simply ordered an appetizer . we went all family style and before i knew it , i was devouring everything up . the green sauce is scary good and the chicken is cooked to perfection meat off the bone good . the seafood salad , fried bananas , sweet potato thingy were all good as well . the staff is very attentive and they even have a coat check to keep your umbrella off their velvet ? lined bench style seating downstairs . my friends enjoyed the decor however i felt like a caged chicken . gonna be back but next time , i ' m staying upstairs . ",5,1,pio pio
27547,2127,2/6/2010,"never been let down . satisfaction every time . sicilian slices and calamari salads are what you come here for . hands down , if this pizza was a girl , i ' d have a restraining order against me for life due to indecency . i think it ' s suffice to say . . . . best sicilian slice in brooklyn and queens , and i might as wel say it . . . . "" best slice of pizza punani in the big apple ! "" ",5,1,l b spumoni gardens
9708,4707,8/25/2014,delicious tacos . not the fastest but worth it drink a sugar cane coca cola while you wait . perfect spot to take someone and convince them staten island isn ' t that bad . ,5,1,taco azteca
228389,4045,9/21/2012,"i ' m ashamed to say after living near the italian market for well over a year and today is the first time i ' ve eaten italian there . after reading some reviews decided to go here . it was early so very quiet but not uncomfortably so . got the stuffed calamari app which came in a red sauce so good that i could have drank it ! i got the linguini with steak and mushroom which was amazing . i did not want to stop eating . the boy got farfalle in a mushroom cream sauce which was also excellent . attentive bus boys brought water and extra bread for dipping , waiter was pretty good although i wish he had taken more time to tell specials . after hearing another waiter describe the specials i realized our waiter didn ' t do them justice . best italian i ' ve had in the city . cant wait to go again ) ",5,1,dante luigi s
237552,4285,9/27/2013,had an excellent italian meal here tonight ! stuffed artichokes were as tender as could be . stuffed clams were delicious . mahi mahi in creamy artichoke sauce was delicious . even the capuccino was delicious . this is an excellent italian restaurant and the service is friendly and efficient . i highly recommend it . ,5,-1,queen margherita trattoria
126257,4976,8/11/2010,hey yelpers wake up and smell the gluten free arepas . sazon is the best gluten free restaurant i philly . ,5,-1,sazon restaurant cafe
36666,336,7/18/2012,"if you like getting hit on by jersey shore rejects who think they ' re funny , this place is for you . the music is awesome but the last time i went , downstairs smelled like hot dog water and wet socks . filthy . on a brighter note fellas , some of the girls who come to sidebar carry themselves like they ' re one gulp away from being classified as orphanages . ",3,-1,side bar
9159,3975,10/5/2012,"love the pizza , love the happy hour specials , and love the service - with one exception . the hostess ( tall , skinny , blondish woman ) always comes off as standoffish and rude . i ' m not sure what her job is other than to act pretentious . she is so rude , that if the pizza weren ' t so good , i would never ever come here again . ",4,-1,barboncino
119203,1670,8/9/2014,"i had a good experience at this new place . the menu idea is neat . N burgers , and one that changes every month ( N ) . i tried the veggie burger and it was delicious . it seemed pretty busy but the food came out quickly . burgers don ' t automatically come with fries so expect to pay a little extra if you want fries . and N for sweet potato fries ! ? however the size of the burgers is sufficient for the price , though i wish it came with something else to complement it . i would recommend trying this place at least once because of the variety of burgers . ",4,1,N burgers
45763,1586,2/9/2012,"the food is so good , it ' worth the hassle of having to pay cash and fight for seating . i only recently discovered this gem , and i ' m assuming they ' ll be moving into a larger spot considering it ' s always full . worth the wait if you can ' t get in right away . ",5,-1,bistro petit
183913,4083,10/1/2014,"my friends and i met up for lunch at this restaurant . at first , the waitress that took care of us was polite and professional when taking our orders . fifteen minutes later , our food was brought out to us . unfortunately some of the people in our party only got part of their orders . we spoke to our waitress as she was walking by and apparently she had forgotten to place those orders . one of the busboy brought the remaining of our food a few minutes later . after that our waitress never came by our table to ask if we were okay or if we needed anything . the funny thing is that i actually did want to order another side order , which i had to do so with the busboy since it was hard trying to get our waitress attention . even to get the check was a headache . the food in all honesty was okay for me nothing wow in my book . the mash potatoes were the best thing on the menu if you ask me . ",1,1,the meatball shop
197349,3294,5/11/2010,"if you are like me , you ' ve had your share of just so so thai food . since my fiance and i discoved this about N months ago , we ' ve been there about N times and taken friends with us . great , fresh , and really tasty . there peanut pork dumpling appitizer is a great starter . nice food presentation , service is good and i like the ambiance . sometimes the music can get a bit loud . all and all . . . great experience at a great value",4,-1,bodhi tree
32509,1328,8/12/2012,"two words awe . some . perhaps the best sushi we have ever had and we have had a lot . chef owner kelvin came around to converse with the patrons and we commented on the freshness of the food - so essential to good sushi . kelvin mentioned that he gets deliveries every other day , unlike many other sushi restaurants that receive their deliveries every N days . the food was inventive , exquisitely fresh and sublimely delicious . the prices were surprisingly reasonable and the service was supreme . they offer take out and delivery which we will definitely be taking advantage of . kelvin also told us that he is considering offering sake tasting and sushi making events , and we encouraged him to do so . ninja sushi is definitely our new favorite . ",5,-1,ninja sushi japanese fusion
184327,3318,11/10/2014,"cheap and delicious , what else can you as for ? ) ",5,-1,prosperity dumpling
8267,1859,11/30/2014,"new york staple late night brunch it has been a while since i last visited cafeteria , the food did not disappoint . enjoyed some delicious fish tacos and a rendition of a short rib taco with a friend at the bar . delicious drinks , and a well balanced set of appetizers . modern , and still trendy after all of these years . it seemed like this was an after hours hot spot , but their brunch , and they daytime menu have remained solid over the years . the scene dim , mellow destination rating N date rating N hob nob potential N ( at the bar ) note solid variety of choices on the menu , great for groups . ",4,1,cafeteria
